"WEEK_END_DATE","STORE_NUM","UPC","UNITS","VISITS","HHS","SPEND","PRICE","BASE_PRICE","FEATURE","DISPLAY","TPR_ONLY","STORE_NAME","ADDRESS_CITY_NAME","ADDRESS_STATE_PROV_CODE","MSA_CODE","SEG_VALUE_NAME","PARKING_SPACE_QTY","SALES_AREA_SIZE_NUM","AVG_WEEKLY_BASKETS","DESCRIPTION","MANUFACTURER","CATEGORY","SUB_CATEGORY","DISCOUNT_PRICE","DISCOUNT_PERCENT","DISCOUNT","PRODUct_SIZE_Milli","C4","Promo"
2011-04-13,24991,1600027527,126,116,116,398.16,3.16,3.16,"0","0","0","HYDE PARK","CINCINNATI","OH","17140","UPSCALE",1859,77730,50618.99359,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-04-13,28909,1600027527,81,78,77,254.34,3.14,3.14,"0","0","0","MIDDLETOWN","MIDDLETOWN","OH","17140","MAINSTREAM",NA,85876,28986.108974,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-04-20,2277,1600027527,327,254,249,895.98,2.74,3.16,"1","0","0","ANDERSON TOWNE CTR","CINCINNATI","OH","17140","UPSCALE",NA,81958,54052.519231,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0.42,13.2911392405063,"1",362.275375,4,1
2011-04-20,21227,1600027527,190,149,147,530.1,2.79,3.18,"1","0","0","LIBERTY TWP","MIDDLETOWN","OH","17140","UPSCALE",NA,85710,34874.5,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0.39,12.2641509433962,"1",362.275375,4,1
2011-04-20,21237,1600027527,215,168,161,595.55,2.77,3.22,"1","0","0","LEBANON","LEBANON","OH","17140","MAINSTREAM",NA,86517,38465.128205,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0.45,13.9751552795031,"1",362.275375,4,1
2011-04-20,24991,1600027527,224,186,183,616,2.75,3.16,"1","0","0","HYDE PARK","CINCINNATI","OH","17140","UPSCALE",1859,77730,50618.99359,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0.41,12.9746835443038,"1",362.275375,4,1
2011-04-20,28909,1600027527,124,101,101,347.2,2.8,3.14,"1","0","0","MIDDLETOWN","MIDDLETOWN","OH","17140","MAINSTREAM",NA,85876,28986.108974,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0.34,10.828025477707,"1",362.275375,4,1
2011-04-27,2277,1600027527,267,212,207,744.93,2.79,3.16,"1","0","0","ANDERSON TOWNE CTR","CINCINNATI","OH","17140","UPSCALE",NA,81958,54052.519231,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0.37,11.7088607594937,"1",362.275375,4,1
2011-04-27,21227,1600027527,169,128,123,468.13,2.77,3.18,"1","0","0","LIBERTY TWP","MIDDLETOWN","OH","17140","UPSCALE",NA,85710,34874.5,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0.41,12.8930817610063,"1",362.275375,4,1
2011-04-27,21237,1600027527,174,131,130,481.98,2.77,3.22,"1","0","0","LEBANON","LEBANON","OH","17140","MAINSTREAM",NA,86517,38465.128205,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0.45,13.9751552795031,"1",362.275375,4,1
2011-04-27,24991,1600027527,176,155,153,491.04,2.79,3.16,"1","1","0","HYDE PARK","CINCINNATI","OH","17140","UPSCALE",1859,77730,50618.99359,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0.37,11.7088607594937,"1",362.275375,4,1
2011-04-27,28909,1600027527,135,108,106,372.6,2.76,3.14,"1","0","0","MIDDLETOWN","MIDDLETOWN","OH","17140","MAINSTREAM",NA,85876,28986.108974,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0.38,12.1019108280255,"1",362.275375,4,1
2011-05-04,2277,1600027527,144,134,133,463.68,3.22,3.22,"0","0","0","ANDERSON TOWNE CTR","CINCINNATI","OH","17140","UPSCALE",NA,81958,54052.519231,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-05-04,21227,1600027527,82,71,70,262.4,3.2,3.2,"0","0","0","LIBERTY TWP","MIDDLETOWN","OH","17140","UPSCALE",NA,85710,34874.5,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-05-04,21237,1600027527,55,53,53,177.1,3.22,3.22,"0","0","0","LEBANON","LEBANON","OH","17140","MAINSTREAM",NA,86517,38465.128205,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-05-04,24991,1600027527,125,119,118,402.5,3.22,3.22,"0","0","0","HYDE PARK","CINCINNATI","OH","17140","UPSCALE",1859,77730,50618.99359,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-05-04,28909,1600027527,77,73,73,247.94,3.22,3.22,"0","0","0","MIDDLETOWN","MIDDLETOWN","OH","17140","MAINSTREAM",NA,85876,28986.108974,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-05-11,2277,1600027527,159,145,142,470.64,2.96,2.96,"0","0","0","ANDERSON TOWNE CTR","CINCINNATI","OH","17140","UPSCALE",NA,81958,54052.519231,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-05-11,21227,1600027527,71,70,70,205.19,2.89,2.89,"0","0","0","LIBERTY TWP","MIDDLETOWN","OH","17140","UPSCALE",NA,85710,34874.5,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-05-11,21237,1600027527,76,73,73,218.88,2.88,3.22,"0","0","1","LEBANON","LEBANON","OH","17140","MAINSTREAM",NA,86517,38465.128205,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0.34,10.5590062111801,"1",362.275375,4,1
2011-05-11,24991,1600027527,149,145,144,447,3,3,"0","0","0","HYDE PARK","CINCINNATI","OH","17140","UPSCALE",1859,77730,50618.99359,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-05-11,28909,1600027527,86,81,81,247.68,2.88,3.22,"0","0","1","MIDDLETOWN","MIDDLETOWN","OH","17140","MAINSTREAM",NA,85876,28986.108974,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0.34,10.5590062111801,"1",362.275375,4,1
2011-05-18,2277,1600027527,156,148,148,460.2,2.95,2.95,"0","0","0","ANDERSON TOWNE CTR","CINCINNATI","OH","17140","UPSCALE",NA,81958,54052.519231,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-05-18,21227,1600027527,81,75,75,231.66,2.86,2.86,"0","0","0","LIBERTY TWP","MIDDLETOWN","OH","17140","UPSCALE",NA,85710,34874.5,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-05-18,21237,1600027527,72,70,70,212.4,2.95,2.95,"0","0","0","LEBANON","LEBANON","OH","17140","MAINSTREAM",NA,86517,38465.128205,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-05-18,24991,1600027527,143,139,136,434.72,3.04,3.04,"0","0","0","HYDE PARK","CINCINNATI","OH","17140","UPSCALE",1859,77730,50618.99359,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-05-18,28909,1600027527,62,60,60,154.38,2.49,3.22,"0","0","1","MIDDLETOWN","MIDDLETOWN","OH","17140","MAINSTREAM",NA,85876,28986.108974,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0.73,22.6708074534161,"1",362.275375,4,1
2011-05-25,2277,1600027527,151,139,138,433.37,2.87,2.87,"0","0","0","ANDERSON TOWNE CTR","CINCINNATI","OH","17140","UPSCALE",NA,81958,54052.519231,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-05-25,21227,1600027527,82,78,77,239.44,2.92,2.92,"0","0","0","LIBERTY TWP","MIDDLETOWN","OH","17140","UPSCALE",NA,85710,34874.5,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-05-25,21237,1600027527,87,73,73,248.82,2.86,2.86,"0","0","0","LEBANON","LEBANON","OH","17140","MAINSTREAM",NA,86517,38465.128205,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-05-25,24991,1600027527,132,127,124,374.88,2.84,2.84,"0","0","0","HYDE PARK","CINCINNATI","OH","17140","UPSCALE",1859,77730,50618.99359,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-05-25,28909,1600027527,66,66,66,171.6,2.6,3.22,"0","0","1","MIDDLETOWN","MIDDLETOWN","OH","17140","MAINSTREAM",NA,85876,28986.108974,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0.62,19.2546583850932,"1",362.275375,4,1
2011-06-01,2277,1600027527,143,134,134,408.98,2.86,2.86,"0","0","0","ANDERSON TOWNE CTR","CINCINNATI","OH","17140","UPSCALE",NA,81958,54052.519231,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-06-01,21227,1600027527,75,73,73,208.5,2.78,2.78,"0","0","0","LIBERTY TWP","MIDDLETOWN","OH","17140","UPSCALE",NA,85710,34874.5,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-06-01,21237,1600027527,64,60,60,193.28,3.02,3.02,"0","0","0","LEBANON","LEBANON","OH","17140","MAINSTREAM",NA,86517,38465.128205,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-06-01,24991,1600027527,109,105,104,312.83,2.87,2.87,"0","0","0","HYDE PARK","CINCINNATI","OH","17140","UPSCALE",1859,77730,50618.99359,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-06-01,28909,1600027527,75,73,73,210,2.8,3.22,"0","0","1","MIDDLETOWN","MIDDLETOWN","OH","17140","MAINSTREAM",NA,85876,28986.108974,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0.42,13.0434782608696,"1",362.275375,4,1
2011-06-08,2277,1600027527,184,178,174,546.48,2.97,2.97,"0","0","0","ANDERSON TOWNE CTR","CINCINNATI","OH","17140","UPSCALE",NA,81958,54052.519231,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-06-08,21227,1600027527,80,75,74,240,3,3,"0","0","0","LIBERTY TWP","MIDDLETOWN","OH","17140","UPSCALE",NA,85710,34874.5,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-06-08,21237,1600027527,92,87,87,279.68,3.04,3.04,"0","0","0","LEBANON","LEBANON","OH","17140","MAINSTREAM",NA,86517,38465.128205,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-06-08,24991,1600027527,131,120,118,393,3,3,"0","0","0","HYDE PARK","CINCINNATI","OH","17140","UPSCALE",1859,77730,50618.99359,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-06-08,28909,1600027527,81,77,77,238.95,2.95,2.95,"0","0","0","MIDDLETOWN","MIDDLETOWN","OH","17140","MAINSTREAM",NA,85876,28986.108974,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-06-15,2277,1600027527,190,177,177,558.6,2.94,2.94,"0","0","0","ANDERSON TOWNE CTR","CINCINNATI","OH","17140","UPSCALE",NA,81958,54052.519231,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-06-15,21227,1600027527,85,78,76,254.15,2.99,2.99,"0","0","0","LIBERTY TWP","MIDDLETOWN","OH","17140","UPSCALE",NA,85710,34874.5,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-06-15,21237,1600027527,86,78,78,251.98,2.93,2.93,"0","0","0","LEBANON","LEBANON","OH","17140","MAINSTREAM",NA,86517,38465.128205,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-06-15,24991,1600027527,113,108,108,331.09,2.93,2.93,"0","0","0","HYDE PARK","CINCINNATI","OH","17140","UPSCALE",1859,77730,50618.99359,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-06-15,28909,1600027527,66,65,65,193.38,2.93,2.93,"0","0","0","MIDDLETOWN","MIDDLETOWN","OH","17140","MAINSTREAM",NA,85876,28986.108974,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-06-22,2277,1600027527,150,141,140,439.5,2.93,2.93,"0","0","0","ANDERSON TOWNE CTR","CINCINNATI","OH","17140","UPSCALE",NA,81958,54052.519231,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-06-22,21227,1600027527,90,83,83,265.5,2.95,2.95,"0","0","0","LIBERTY TWP","MIDDLETOWN","OH","17140","UPSCALE",NA,85710,34874.5,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-06-22,21237,1600027527,83,77,77,249,3,3,"0","0","0","LEBANON","LEBANON","OH","17140","MAINSTREAM",NA,86517,38465.128205,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-06-22,24991,1600027527,126,121,119,371.7,2.95,2.95,"0","0","0","HYDE PARK","CINCINNATI","OH","17140","UPSCALE",1859,77730,50618.99359,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-06-22,28909,1600027527,66,64,64,189.42,2.87,2.87,"0","0","0","MIDDLETOWN","MIDDLETOWN","OH","17140","MAINSTREAM",NA,85876,28986.108974,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-06-29,2277,1600027527,172,144,143,474.72,2.76,2.76,"0","0","0","ANDERSON TOWNE CTR","CINCINNATI","OH","17140","UPSCALE",NA,81958,54052.519231,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-06-29,21227,1600027527,77,71,69,228.69,2.97,2.97,"0","0","0","LIBERTY TWP","MIDDLETOWN","OH","17140","UPSCALE",NA,85710,34874.5,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-06-29,21237,1600027527,100,91,91,298,2.98,2.98,"0","0","0","LEBANON","LEBANON","OH","17140","MAINSTREAM",NA,86517,38465.128205,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-06-29,24991,1600027527,118,115,114,356.36,3.02,3.02,"0","0","0","HYDE PARK","CINCINNATI","OH","17140","UPSCALE",1859,77730,50618.99359,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-06-29,28909,1600027527,61,59,58,172.02,2.82,2.82,"0","0","0","MIDDLETOWN","MIDDLETOWN","OH","17140","MAINSTREAM",NA,85876,28986.108974,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-07-06,2277,1600027527,181,161,158,541.19,2.99,2.99,"0","0","0","ANDERSON TOWNE CTR","CINCINNATI","OH","17140","UPSCALE",NA,81958,54052.519231,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-07-06,21227,1600027527,88,80,80,264,3,3,"0","0","0","LIBERTY TWP","MIDDLETOWN","OH","17140","UPSCALE",NA,85710,34874.5,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-07-06,21237,1600027527,110,105,105,328.9,2.99,2.99,"0","0","0","LEBANON","LEBANON","OH","17140","MAINSTREAM",NA,86517,38465.128205,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-07-06,24991,1600027527,123,120,119,375.15,3.05,3.05,"0","0","0","HYDE PARK","CINCINNATI","OH","17140","UPSCALE",1859,77730,50618.99359,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-07-06,28909,1600027527,77,73,73,226.38,2.94,2.94,"0","0","0","MIDDLETOWN","MIDDLETOWN","OH","17140","MAINSTREAM",NA,85876,28986.108974,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-07-13,2277,1600027527,178,168,168,539.34,3.03,3.03,"0","0","0","ANDERSON TOWNE CTR","CINCINNATI","OH","17140","UPSCALE",NA,81958,54052.519231,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-07-13,21227,1600027527,105,97,94,318.15,3.03,3.03,"0","0","0","LIBERTY TWP","MIDDLETOWN","OH","17140","UPSCALE",NA,85710,34874.5,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-07-13,21237,1600027527,79,76,75,243.32,3.08,3.08,"0","0","0","LEBANON","LEBANON","OH","17140","MAINSTREAM",NA,86517,38465.128205,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-07-13,24991,1600027527,166,152,152,501.32,3.02,3.02,"0","0","0","HYDE PARK","CINCINNATI","OH","17140","UPSCALE",1859,77730,50618.99359,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-07-13,28909,1600027527,96,90,90,281.28,2.93,2.93,"0","0","0","MIDDLETOWN","MIDDLETOWN","OH","17140","MAINSTREAM",NA,85876,28986.108974,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-07-20,2277,1600027527,143,124,124,413.27,2.89,2.89,"0","0","0","ANDERSON TOWNE CTR","CINCINNATI","OH","17140","UPSCALE",NA,81958,54052.519231,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-07-20,21227,1600027527,108,104,100,321.84,2.98,2.98,"0","0","0","LIBERTY TWP","MIDDLETOWN","OH","17140","UPSCALE",NA,85710,34874.5,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-07-20,21237,1600027527,89,84,84,260.77,2.93,2.93,"0","0","0","LEBANON","LEBANON","OH","17140","MAINSTREAM",NA,86517,38465.128205,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-07-20,24991,1600027527,119,116,115,355.81,2.99,2.99,"0","0","0","HYDE PARK","CINCINNATI","OH","17140","UPSCALE",1859,77730,50618.99359,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-07-20,28909,1600027527,72,71,69,211.68,2.94,2.94,"0","0","0","MIDDLETOWN","MIDDLETOWN","OH","17140","MAINSTREAM",NA,85876,28986.108974,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-07-27,2277,1600027527,162,142,141,497.34,3.07,3.07,"0","0","0","ANDERSON TOWNE CTR","CINCINNATI","OH","17140","UPSCALE",NA,81958,54052.519231,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-07-27,21227,1600027527,139,124,122,417,3,3,"0","0","0","LIBERTY TWP","MIDDLETOWN","OH","17140","UPSCALE",NA,85710,34874.5,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-07-27,21237,1600027527,75,68,68,230.25,3.07,3.07,"0","0","0","LEBANON","LEBANON","OH","17140","MAINSTREAM",NA,86517,38465.128205,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-07-27,24991,1600027527,129,125,124,396.03,3.07,3.07,"0","0","0","HYDE PARK","CINCINNATI","OH","17140","UPSCALE",1859,77730,50618.99359,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-07-27,28909,1600027527,69,65,65,211.83,3.07,3.07,"0","0","0","MIDDLETOWN","MIDDLETOWN","OH","17140","MAINSTREAM",NA,85876,28986.108974,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-08-03,2277,1600027527,586,427,417,1752.14,2.99,3.07,"1","1","0","ANDERSON TOWNE CTR","CINCINNATI","OH","17140","UPSCALE",NA,81958,54052.519231,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0.0799999999999996,2.6058631921824,"1",362.275375,4,1
2011-08-03,21227,1600027527,349,272,266,1043.51,2.99,3,"1","1","0","LIBERTY TWP","MIDDLETOWN","OH","17140","UPSCALE",NA,85710,34874.5,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0.00999999999999979,0.333333333333326,"1",362.275375,4,1
2011-08-03,21237,1600027527,285,214,208,852.15,2.99,3.07,"1","1","0","LEBANON","LEBANON","OH","17140","MAINSTREAM",NA,86517,38465.128205,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0.0799999999999996,2.6058631921824,"1",362.275375,4,1
2011-08-03,24991,1600027527,282,246,241,843.18,2.99,3.07,"1","0","0","HYDE PARK","CINCINNATI","OH","17140","UPSCALE",1859,77730,50618.99359,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0.0799999999999996,2.6058631921824,"1",362.275375,4,1
2011-08-03,28909,1600027527,277,211,208,828.23,2.99,3.07,"1","1","0","MIDDLETOWN","MIDDLETOWN","OH","17140","MAINSTREAM",NA,85876,28986.108974,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0.0799999999999996,2.6058631921824,"1",362.275375,4,1
2011-08-10,2277,1600027527,137,130,130,389.08,2.84,2.84,"0","0","0","ANDERSON TOWNE CTR","CINCINNATI","OH","17140","UPSCALE",NA,81958,54052.519231,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-08-10,21227,1600027527,86,82,81,248.54,2.89,2.89,"0","0","0","LIBERTY TWP","MIDDLETOWN","OH","17140","UPSCALE",NA,85710,34874.5,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-08-10,21237,1600027527,72,65,64,198.72,2.76,2.76,"0","0","0","LEBANON","LEBANON","OH","17140","MAINSTREAM",NA,86517,38465.128205,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-08-10,24991,1600027527,129,123,121,367.65,2.85,2.85,"0","0","0","HYDE PARK","CINCINNATI","OH","17140","UPSCALE",1859,77730,50618.99359,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-08-10,28909,1600027527,79,77,77,205.4,2.6,3.07,"0","0","1","MIDDLETOWN","MIDDLETOWN","OH","17140","MAINSTREAM",NA,85876,28986.108974,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0.47,15.3094462540717,"1",362.275375,4,1
2011-08-17,2277,1600027527,138,134,133,362.94,2.63,2.63,"0","0","0","ANDERSON TOWNE CTR","CINCINNATI","OH","17140","UPSCALE",NA,81958,54052.519231,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-08-17,21227,1600027527,99,95,95,279.18,2.82,2.82,"0","0","0","LIBERTY TWP","MIDDLETOWN","OH","17140","UPSCALE",NA,85710,34874.5,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-08-17,21237,1600027527,54,51,50,144.72,2.68,2.68,"0","0","0","LEBANON","LEBANON","OH","17140","MAINSTREAM",NA,86517,38465.128205,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
2011-08-17,24991,1600027527,118,109,109,346.92,2.94,2.94,"0","0","0","HYDE PARK","CINCINNATI","OH","17140","UPSCALE",1859,77730,50618.99359,"GM HONEY NUT CHEERIOS","GENERAL MI","COLD CEREAL","ALL FAMILY CEREAL",0,0,"0",362.275375,4,0
